path,file_type,whitespace_error_count,crlf_present,trailing_space_present,tracked_or_untracked,artifact_role,durability,repair_class,action
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/w3_completion_buffer_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/w3_dual_execute_random_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/w3_dual_execute_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_test_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/branch_kill.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/dmem_backpressure.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/dual_accept.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/dual_pending.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/int_blocked_mem_forward.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/load_response_int_conflict.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/mem_blocked_int_forward.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/reset_clear.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/rob_wrap_multiple_identity.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/stale_completion_identity.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/focused/rtl_logs/trace_backpressure.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w4/logs/w4_multi_writeback_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/m3c/logs/rv64m_full_core_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/m3c/logs/rv64m_full_random_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/m3c/logs/rv64m_full_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/r2/logs/r2_csim.log,log,27,false,true,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,EXCLUDE_RAW_PRESERVE_BYTES
reports/gate5_4_product_integration/pf5/preservation/r2/logs/r2_native.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/logs/full_core_native.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/logs/random.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/full_core_rtl_matrix.csv,csv,7,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/generation_provenance.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/source_freshness_manifest.csv,csv,45,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/traces/packet_atomic_backpressure.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/traces/packet_carry_plus_rvc.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/traces/packet_fault.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/traces/packet_redirect.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/traces/packet_rvc_rvc_long.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/b3i/rtl/traces/packet_two_rvc.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
